vehicle_id,driver_id,driver_name,manufacturer,monthly_revenue_generation,yearly_revenue,maintenance_cost,driver_revenue,battery_percentage,expected_distance_km,trip_speed_kmph,vehicle_status,date,time,violations
EV-698,698,Thenmozhi,BMW,404455.08,4392981.31,38900.53,4099.01,77,366.72,37.6,Running,19-11-2024,20.08,Overcharging
EV-972,972,Padma,Tesla,220227.15,2758539.53,26310.66,4187.57,35,155.1,58.68,Running,07-07-2025,18.34,None
EV-795,795,Kavitha,Tata,209659.19,2659231.13,40318.48,3007.54,43,232.22,13.04,Running,22-05-2024,15.18,Speeding
EV-502,502,Latha,Maruti,266703.48,3208654.97,21202.15,3259.84,89,378.24,67.71,Running,06-07-2025,5.29,Harsh Braking
EV-693,693,Yogesh,Mahindra,410769.59,4721182.78,31308.48,3563.95,26,148.46,66.14,Running,20-02-2024,11.04,Route Deviation
EV-682,682,Divya,BMW,31074.16,392316.38,30168.18,2767.75,21,78.72,0,Garage,28-04-2025,11.51,Overcharging
EV-699,699,Suganya,Tesla,276529.53,3283002.92,14284.88,1271.12,7,52.89,0,Garage,28-06-2024,13.37,None
EV-175,175,Nandhini,Tata,89601.18,1064050.94,16422.63,2097.11,36,175.69,0,Maintenance,15-06-2025,10.51,Speeding
EV-734,734,Prabhu,Maruti,61042.66,659585.95,23439.85,2099.55,37,211.25,0,Garage,16-01-2024,6.47,Harsh Braking
EV-745,745,Bala,Mahindra,467608.09,5793338.81,13984.87,1071.88,68,355.79,0,Maintenance,04-07-2024,12.51,Route Deviation
EV-674,674,Uma,BMW,165388.77,1781814.16,16593.86,2512.61,14,47.23,0,Charging,23-02-2024,5.58,Overcharging
EV-421,421,Yogesh,Tesla,29719.3,336938.53,9307.7,1735.45,9,29.37,0,Maintenance,01-09-2024,10.49,None
EV-134,134,Kalaivani,Tata,329316.08,3635730.3,32618.05,3686.58,72,417.35,46.39,Running,23-09-2024,18.01,Speeding
EV-391,391,Shanthi,Maruti,180050.41,2401038.99,18813.41,1739.59,42,171.81,0,Charging,10-03-2025,20.05,Harsh Braking
EV-992,992,Shankar,Mahindra,136612.33,1467306.71,31245.96,3452.56,100,418.13,42.69,Running,19-03-2025,11.29,Route Deviation
EV-736,736,Selvam,BMW,270766.48,0,21210.1,3266.43,45,251.5,76.27,Running,04-11-2024,9.45,Overcharging
EV-501,501,Boopathi,Tesla,171991.01,2122157.15,25219.46,3397.75,88,311.04,0,Garage,26-07-2025,13.1,None
EV-665,665,Suresh,Tata,169889.3,2021363.96,27827.13,3139.39,77,445.32,43.59,Running,08-11-2025,9.1,Speeding
EV-33,33,Karthik,Maruti,276501.98,3452261.81,31972.7,3662.36,65,288.46,74.07,Running,26-11-2024,7.42,Harsh Braking
EV-55,55,Jayanthi,Mahindra,454984.17,4820371.63,19359.32,3757.11,19,102.48,44.52,Running,08-02-2024,22.51,Route Deviation
EV-954,954,Naveen,BMW,142920.22,1898277.99,34611.26,980.09,56,208.33,0,Charging,10-09-2025,9.08,Overcharging
EV-519,519,Divya,Tesla,126725.51,1465492.52,35655.89,1332.72,12,38.72,0,Charging,29-04-2025,11.18,None
EV-756,756,Aravind,Tata,236519.32,2790580.75,28461.28,3071.41,60,355.98,63.94,Running,06-07-2025,10.03,Speeding
EV-825,825,Vani,Maruti,436751.07,5290581.97,43770.57,3624.21,34,192.5,28.95,Running,01-03-2024,1.56,Harsh Braking
EV-638,638,Latha,Mahindra,250205.69,3110789.58,26441.77,1108.08,78,403.41,0,Garage,16-11-2024,15.23,Route Deviation
EV-12,12,Suresh,BMW,146713.81,1595760.09,17163.71,795.58,82,489.35,0,Charging,11-10-2025,13.03,Overcharging
EV-528,528,Bhuvana,Tesla,239573.19,2779296.6,24294.92,2436.77,38,168.64,43.4,Running,06-02-2024,20.28,None
EV-720,720,Suganya,Tata,205064.23,2519924.82,31521.94,2606.96,63,242.56,0,Charging,23-09-2024,16.52,Speeding
EV-555,555,Boopathi,Maruti,0,5781908.58,47345.29,3787.35,60,318.51,57.08,Running,13-09-2024,11.56,Harsh Braking
EV-373,373,Suresh,Mahindra,445631.15,4748178.82,36091.71,4021.1,90,490.12,93.87,Running,03-09-2024,10.46,Route Deviation
EV-484,484,Padma,BMW,251895.91,3211727.98,36537.15,973.39,17,75.18,0,Garage,01-07-2025,6.26,Overcharging
EV-973,973,Sivakumar,Tesla,297953.35,3474414.96,12596.05,1120.67,55,213.16,0,Garage,04-11-2024,11.58,None
EV-647,647,Indhu,Tata,225651.18,2382504.11,30272.29,4798.89,63,281.24,79.09,Running,10-04-2024,20.53,Speeding
EV-228,228,Prabhu,Maruti,314038.99,4047926.88,41120.97,4244.08,66,383.09,47.94,Running,05-10-2025,12.16,Harsh Braking
EV-623,623,Karthik,Mahindra,485058.11,5101486.6,38445.22,3574.04,33,173.41,80.88,Running,24-04-2025,17.42,Route Deviation
EV-307,307,Pavithra,BMW,183331.03,2036150.55,14489.96,1273.92,97,434.25,0,Garage,14-01-2024,13.56,Overcharging
EV-457,457,Revathi,Tesla,303607.94,3847810.97,37752.7,1440.44,66,372.12,0,Garage,06-10-2024,12.34,None
EV-160,160,Velu,Tata,55417.71,680491.29,39108.32,3689.72,11,69.02,50.58,Running,05-04-2024,8.29,Speeding
EV-331,331,Shanthi,Maruti,42637.88,519077.11,11288.01,2994.05,48,228.29,69.19,Running,30-12-2025,1.46,Harsh Braking
EV-776,776,Sowmya,Mahindra,291006.56,3497980.97,25897.01,3738.96,10,49.77,50.65,Running,28-08-2025,9.49,Route Deviation
EV-225,225,Padma,BMW,155447.32,2079024.07,28250.21,2688.95,66,391.03,0,Garage,20-10-2025,18.06,Overcharging
EV-983,983,Saranya,Tesla,171095.52,1827109.82,33766.59,3924.57,72,261.37,39.33,Running,23-01-2024,7.53,None
EV-729,729,Chandran,Tata,0,4417939.94,26748.22,3955.59,82,492.81,44.82,Running,23-01-2025,23.58,Speeding
EV-504,504,Anand,Maruti,105380.74,1412747.14,19050.71,3940.43,74,299,0,Charging,20-06-2025,17.3,Harsh Braking
EV-456,456,Deepa,Mahindra,472228.67,5330237.53,24688.79,2163.82,21,106.45,18.2,Running,15-06-2025,7.41,Route Deviation
EV-45,45,Nithya,BMW,50820.87,538635.12,29707.42,2943.77,53,291.36,44.68,Running,26-12-2024,14.4,Overcharging
EV-214,214,Suriya,Tesla,185826.54,2216235.73,11693.7,2845.07,28,152.59,31.09,Running,13-11-2024,20.44,None
EV-59,59,Shankar,Tata,270517.33,0,29339.09,3404.83,81,502.46,61.33,Running,22-06-2024,7.31,Speeding
EV-644,644,Dinesh,Maruti,226583.99,2515827.68,35383.47,2841.05,16,75.49,0,Charging,13-03-2025,0.2,Harsh Braking
EV-616,616,Geetha,Mahindra,0,4256269.5,41321.11,3650.85,61,294.87,71.04,Running,22-01-2025,7.52,Route Deviation
EV-195,195,Mani,BMW,464690.95,5103930.02,16903.2,3127.01,33,162.07,46.2,Running,23-03-2025,10.16,Overcharging
EV-925,925,Jayanthi,Tesla,184524.11,2136367.89,37097.05,3954.28,92,349.26,27.56,Running,06-01-2024,9.26,None
EV-489,489,Balaji,Tata,192325.51,2529839.05,22187.27,2793.81,66,251.4,75.24,Running,17-11-2024,8.06,Speeding
EV-157,157,Aravind,Maruti,158061.41,1755931.05,24348.49,3286.81,82,473.77,47.28,Running,06-03-2024,23.39,Harsh Braking
EV-610,610,Latha,Mahindra,209924.12,2369490.27,19717.91,6401.37,31,148.12,77.88,Running,23-05-2025,16.5,Route Deviation
EV-226,226,Balaji,BMW,191499.13,2519058.8,18985.34,2081.17,9,44.22,0,Maintenance,23-07-2024,8.53,Overcharging
EV-412,412,Shanthi,Tesla,161057.17,2139915.81,25891.17,1727.48,44,252.5,0,Charging,21-11-2025,6.38,None
EV-205,205,Velu,Tata,132449.4,1411951.17,6059.4,1942.92,51,235.67,0,Charging,04-10-2025,10.59,Speeding
EV-79,79,Elango,Maruti,464476.69,5630563.28,19323.11,2015.64,13,67.69,0,Charging,11-02-2024,12.55,Harsh Braking
EV-124,124,Sridhar,Mahindra,317425.52,3615287.32,35600.79,467.68,20,118.68,0,Garage,02-08-2025,16.11,Route Deviation
EV-471,471,Naveen,BMW,273137.15,3006341.15,26788.68,2023.26,17,52.36,0,Charging,01-01-2024,15.59,Overcharging
EV-940,940,Sivakumar,Tesla,0,2353023.96,23236.02,2107.64,58,233.64,60.74,Running,11-03-2025,11.16,None
EV-218,218,Manikandan,Tata,259904.29,3336346.43,25698.4,3962.45,19,60.93,92.36,Running,22-09-2025,16.03,Speeding
EV-516,516,Kanmani,Maruti,0,124356.02,14652.1,3570.39,29,132.89,50.9,Running,20-08-2024,11.24,Harsh Braking
EV-602,602,Vasanthi,Mahindra,282781.45,3243200.84,29794.96,1754.88,20,83.89,13.95,Running,27-06-2024,12.23,Route Deviation
EV-104,104,Balaji,BMW,194409.27,2373063.84,21145.9,1897.31,48,276.49,0,Garage,07-05-2024,7.4,Overcharging
EV-393,393,Bhuvana,Tesla,281156.22,3704625.1,24362.33,4487.76,99,355.7,57.79,Running,12-07-2025,7.34,None
EV-631,631,Velu,Tata,270065.91,3557430.08,30392.01,1675.51,51,272.41,35.68,Running,11-09-2025,12.14,Speeding
EV-645,645,Priya,Maruti,320533.29,3999726.04,15983.2,1402.46,37,218.79,35.39,Running,13-12-2024,19.34,Harsh Braking
EV-824,824,Vijay,Mahindra,266754.93,0,29126.51,3705.52,88,523.62,80.81,Running,29-11-2025,16.55,Route Deviation
EV-608,608,Selvam,BMW,14820.44,160472.81,21089.05,1725.96,30,193.55,0,Garage,15-10-2024,18.58,Overcharging
EV-980,980,Murugan,Tesla,249901.07,3131907.53,9546.49,2871.24,44,160.53,60.5,Running,20-12-2024,9.28,None
EV-434,434,Latha,Tata,68749.32,791021.32,34263.69,3650.5,75,266.8,0,Charging,19-05-2024,17.09,Speeding
EV-331,331,Vijay,Maruti,0,3032997.87,30978.18,3172.18,49,254.71,40.76,Running,14-07-2024,10.5,Harsh Braking
EV-143,143,Sridhar,Mahindra,12405.53,135022.39,30172.4,4954.06,99,432.56,0,Maintenance,24-02-2025,11.43,Route Deviation
EV-800,800,Kumar,BMW,359320.82,4401500.69,29490.48,3487.89,85,391.84,55.64,Running,25-03-2025,11.3,Overcharging
EV-540,540,Aravind,Tesla,478109.26,5535186.23,39923.14,1840.39,47,236.52,0,Garage,31-12-2024,2.4,None
EV-278,278,Balaji,Tata,135731.41,1599311.9,12554,3411.87,76,309.36,55.52,Running,22-01-2025,13.09,Speeding
EV-233,233,Vignesh,Maruti,16726.16,181079.42,17255.21,3861.17,27,126.06,17.24,Running,23-09-2025,9.21,Harsh Braking
EV-529,529,Uma,Mahindra,0,4709241.51,29248.09,4836.16,51,236.76,72.17,Running,01-11-2024,9.32,Route Deviation
EV-571,571,Suresh,BMW,198629.1,2529804.47,23272.14,3640.95,48,286.56,69.78,Running,12-09-2024,12.55,Overcharging
EV-90,90,Prabhu,Tesla,299430.93,3264725.93,37404.29,3900.54,86,408.13,47.68,Running,14-01-2024,6.59,None
EV-492,492,Bala,Tata,0,5537375.62,32381.86,3803.33,46,248.55,59.56,Running,26-01-2025,8.04,Speeding
EV-199,199,Selvam,Maruti,237124.89,3049704.61,21623.1,3399.07,16,92.64,30.45,Running,17-08-2025,3.11,Harsh Braking
EV-362,362,Suresh,Mahindra,345339.33,3857356.5,20099.56,5785.9,98,547.36,93.19,Running,18-06-2024,11.09,Route Deviation
EV-441,441,Ramya,BMW,176942.57,0,33964.44,4471.33,40,189.11,73.48,Running,08-07-2024,5.2,Overcharging
EV-26,26,Ilango,Tesla,72415.03,958363.56,29267.8,2244.74,83,490.65,44.48,Running,10-06-2025,16.38,None
EV-25,25,Meena,Tata,174125.06,2226917.61,26343.25,3410.96,86,480,0,Garage,12-06-2024,7.02,Speeding
EV-394,394,Malathi,Maruti,59761.79,681986.56,21000.71,2011.87,93,379.91,32.98,Running,13-06-2025,15.51,Harsh Braking
EV-507,507,Yogesh,Mahindra,55574.01,705782.83,14094.49,2487.29,17,94.44,45.18,Running,10-06-2025,21.37,Route Deviation
EV-301,301,Ramya,BMW,288001.29,3048921.23,24640.67,3382.09,92,345.61,39.66,Running,09-10-2025,16.5,Overcharging
EV-339,339,Revathi,Tesla,297856.75,3849423.09,13301.87,3768.64,85,369.62,63.24,Running,25-11-2025,8.44,None
EV-267,267,Selvi,Tata,190800.87,2226001.95,28169.9,3473.03,69,261.82,45.4,Running,09-12-2024,11.21,Speeding
EV-461,461,Prakash,Maruti,261351.27,2951819.51,27694.27,2856.31,31,122.42,19.37,Running,19-08-2025,4.24,Harsh Braking
EV-693,693,Kavya,Mahindra,136223.3,1516284.01,34572.71,3211.23,24,141.78,0,Garage,05-12-2024,17.25,Route Deviation
EV-456,456,Dinesh,BMW,11733.77,137733.71,17947.69,1977.49,22,123.43,0,Maintenance,09-01-2025,12.48,Overcharging
EV-360,360,Ramesh,Tesla,179212.87,0,25469.23,2566.56,68,244.37,46.28,Running,19-05-2025,12.34,None
EV-68,68,Rajesh,Tata,258199.52,3326430.41,27715.44,2947.82,13,59.99,40.31,Running,09-09-2025,7.18,Speeding
EV-863,863,Balaji,Maruti,177126.65,1870086.57,32472.65,2698.75,78,367.56,71.36,Running,08-04-2024,7.45,Harsh Braking
EV-412,412,Saranya,Mahindra,225793.32,3007983.98,22902.69,3932.88,29,158.67,95.36,Running,06-05-2025,23.16,Route Deviation
EV-971,971,Saravanan,BMW,227453.22,2959440.09,16348.98,3025.75,5,20,52.95,Running,22-03-2025,6.58,Overcharging
EV-491,491,Nandhini,Tesla,84962.86,1136631.62,29809.61,3528.83,63,271.06,0,Charging,24-02-2024,22.32,None
EV-833,833,Vani,Tata,244754.56,2758655.6,11836.99,3880.48,40,192.01,56.97,Running,09-03-2024,21.46,Speeding
EV-49,49,Sridhar,Maruti,216297.21,2374900.4,11664.46,3191.13,22,138.84,38.96,Running,02-04-2025,12.47,Harsh Braking
EV-687,687,Velu,Mahindra,281213.95,3690740.58,18559.34,4902.15,51,214.23,68.32,Running,23-01-2024,0.09,Route Deviation
EV-564,564,Muthu,BMW,190113.27,2006761.19,35193.85,3789.44,83,468.52,0,Garage,11-05-2025,16.15,Overcharging
EV-102,102,Nithya,Tesla,294438.18,3458634.46,14151.47,4883.43,37,124.18,50.57,Running,13-11-2025,12.31,None
EV-216,216,Suresh,Tata,163047.12,1922204.96,36216.2,2138.18,26,111.45,0,Charging,26-08-2024,13.15,Speeding
EV-438,438,Sathish,Maruti,162290.09,1814169.33,19344.51,2199.34,92,340.31,55.73,Running,13-04-2025,17.4,Harsh Braking
EV-700,700,Chandran,Mahindra,15500.01,173524.36,10731.62,3405.43,69,252.22,71.62,Running,20-03-2025,5.12,Route Deviation
EV-569,569,Deepa,BMW,251756.7,3147379.06,33922.59,3899.27,15,104.6,67.24,Running,08-09-2024,20.28,Overcharging
EV-559,559,Uma,Tesla,134976.44,1546588.67,14524.22,3755.34,30,125.8,49.4,Running,25-05-2025,17.36,None
EV-159,159,Chandran,Tata,261805.67,2830336.58,30776.54,4748.75,94,416.42,70.76,Running,12-09-2025,7.49,Speeding
EV-489,489,Prakash,Maruti,121874.01,1403224.58,25039.76,2494.77,74,440.49,0,Charging,27-05-2025,6.04,Harsh Braking
EV-686,686,Gopal,Mahindra,278934.95,3347420.24,25355.15,4592.6,67,271.59,88.97,Running,04-10-2024,17.5,Route Deviation
EV-242,242,Kanmani,BMW,285275.33,3030508.23,6220.88,2183.39,82,455.22,61.19,Running,21-07-2025,14.11,Overcharging
EV-794,794,Ganesh,Tesla,0,216598.58,34927.89,4061.39,92,413.21,65.46,Running,24-07-2025,9.06,None
EV-753,753,Jayanthi,Tata,215624.49,2721929.06,37102.31,5527.9,42,162.68,66.86,Running,05-12-2025,8.08,Speeding
EV-882,882,Kannan,Maruti,19308.64,0,34621.39,1747.15,53,203.42,0,Charging,23-02-2024,8.05,Harsh Braking
EV-5,5,Vani,Mahindra,38538.54,409658.73,31267.68,3052.9,21,109.36,34.09,Running,14-08-2025,13.05,Route Deviation
EV-596,596,Deepa,BMW,0,292824.8,10135.68,2679.47,61,256.12,64.64,Running,03-06-2024,16.03,Overcharging
EV-820,820,Yogesh,Tesla,18792.56,232607.66,30425.59,2326.73,18,84.41,52.24,Running,22-07-2025,7.07,None
EV-361,361,Priya,Tata,129299.74,1590343.69,22312.96,1628.23,87,526.46,0,Charging,14-06-2025,15.33,Speeding
EV-459,459,Anand,Maruti,141135.64,1575861.13,12573.28,3814.1,12,31.74,80.11,Running,04-10-2025,13.29,Harsh Braking
EV-248,248,Senthil,Mahindra,291843.76,3830206.78,37603.27,2149.32,60,326.98,57.84,Running,27-07-2025,23.32,Route Deviation
EV-566,566,Pavithra,BMW,55159.62,590786.06,35386.56,3179.1,27,128.31,44.89,Running,04-06-2024,20.02,Overcharging
EV-673,673,Jayanthi,Tesla,87691.29,1122283.89,27627.96,2637.94,48,269.56,48.6,Running,16-04-2024,11.15,None
EV-946,946,Sathish,Tata,228527.91,2491009.99,18477.01,2023.86,70,373.4,0,Charging,12-06-2024,9.44,Speeding
EV-422,422,Muthu,Maruti,0,0,24718.48,3619.49,7,34.16,89.53,Running,04-09-2024,15.22,Harsh Braking
EV-923,923,Suganya,Mahindra,85554.93,953406.24,21718.25,4736.12,57,240.35,115.05,Running,16-12-2025,16.44,Route Deviation
EV-738,738,Boopathi,BMW,195655.4,2626486.48,49449.04,5427.38,17,96.04,63.01,Running,13-11-2024,11.35,Overcharging
EV-15,15,Gopal,Tesla,255088.7,2833794.85,16079.34,2970.92,73,449.26,41.08,Running,08-05-2024,13.26,None
EV-736,736,Kalaivani,Tata,268424.04,3302187.53,28237.37,3568.88,86,398.66,27.67,Running,06-12-2025,15.51,Speeding
EV-573,573,Murugan,Maruti,319494.84,4186486.6,22518.8,1653.23,5,26.24,0,Charging,21-10-2025,14.58,Harsh Braking
EV-122,122,Ilango,Mahindra,258888.67,3054697.27,35307.1,4507.88,25,76.76,45.41,Running,06-11-2025,12.47,Route Deviation
EV-277,277,Manikandan,BMW,116444.86,1387424.96,29167.51,2680.56,87,364.37,56.17,Running,26-08-2025,18.39,Overcharging
EV-558,558,Mani,Tesla,32669.71,435802.01,20377.4,3564.79,60,236.1,44.69,Running,07-01-2024,8.03,None
EV-453,453,Padma,Tata,290236.54,3110384.04,25368.29,3466.79,6,31.86,0,Maintenance,20-02-2025,17.42,Speeding
EV-390,390,Priya,Maruti,272464.19,3279547.1,29718.45,2787.26,88,530.38,30.79,Running,10-07-2025,19.58,Harsh Braking
EV-294,294,Suresh,Mahindra,29854.17,349366.41,26907.8,4483.1,35,154.94,62.55,Running,28-04-2024,17.57,Route Deviation
EV-574,574,Mohan,BMW,398526.64,0,43297.59,2942.04,17,92.81,0,Garage,19-12-2024,16.57,Overcharging
EV-598,598,Vetri,Tesla,24576.4,279737.91,23692.43,4181.08,18,54.07,48.21,Running,21-06-2025,9.04,None
EV-446,446,Bharathi,Tata,395325.99,4235816.38,19957.9,3945.21,80,417.35,50,Running,09-06-2024,6.29,Speeding
EV-210,210,Sathish,Maruti,277925.07,3126964.76,34367.36,2855.21,61,289.12,62.27,Running,11-09-2025,16.54,Harsh Braking
EV-590,590,Saranya,Mahindra,268977.1,2841355.06,18482.65,4780.47,17,50.33,48.61,Running,26-06-2024,13.03,Route Deviation
EV-714,714,Chandran,BMW,33460.64,363717.59,38714.21,5730.9,92,371.05,127.46,Running,28-12-2024,8.55,Overcharging
EV-302,302,Suresh,Tesla,422118.92,4741993.66,18134.8,2835.01,99,500.77,0,Charging,19-12-2024,8.52,None
EV-909,909,Senthil,Tata,225858.75,2571693.13,32874.73,3893.57,18,97.34,66.54,Running,14-06-2024,9.31,Speeding
EV-223,223,Bharathi,Maruti,0,988509.25,23407.36,3985.85,98,599.06,26.46,Running,16-03-2024,17.18,Harsh Braking
EV-734,734,Vani,Mahindra,206688,2728068.29,17236.38,2795.63,31,124.84,70.39,Running,16-05-2024,19.44,Route Deviation
EV-3,3,Indhu,BMW,14957.92,182434.87,18633.76,5093.3,74,410.28,67.52,Running,18-11-2025,13.02,Overcharging
EV-990,990,Selvam,Tesla,46459.8,612480.04,26146.86,1804.61,64,251.32,0,Garage,06-04-2025,17.51,None
EV-518,518,Revathi,Tata,274750.54,2937553.48,21761.58,3583.42,74,294.53,62.32,Running,04-11-2024,9.4,Speeding
EV-93,93,Bala,Maruti,195218.23,2244662.45,34771.66,4026.89,19,87.28,0,Garage,25-01-2024,11.59,Harsh Braking
EV-520,520,Chandran,Mahindra,488409.61,5694158.46,20973.29,1339.07,60,365.12,0,Charging,14-09-2025,17.14,Route Deviation
EV-428,428,Anand,BMW,191826.58,2048779.57,40320.26,1376.02,92,515.3,0,Charging,28-04-2024,13.38,Overcharging
EV-493,493,Ramya,Tesla,84421.65,1120159.92,28250.67,4175.55,66,301.61,83.52,Running,06-05-2024,11.09,None
EV-235,235,Bala,Tata,107723.44,1224074.78,13633.51,2998.19,17,56.87,63.87,Running,08-08-2025,17.22,Speeding
EV-620,620,Meena,Maruti,41677.21,535344.06,27295.22,4956.45,11,38.57,35.83,Running,28-11-2024,15.06,Harsh Braking
EV-161,161,Rajesh,Mahindra,220885.63,2629123.74,24544.91,2818.18,25,135.69,36.43,Running,28-08-2024,17.37,Route Deviation
EV-721,721,Rajesh,BMW,93869.99,1112119.38,23040.78,5752.84,18,60.9,47.9,Running,17-07-2025,17.39,Overcharging
EV-752,752,Anitha,Tesla,55054.83,0,21344.93,4120.27,7,39.16,72.74,Running,01-09-2024,11.39,None
EV-331,331,Selvam,Tata,293481.14,3376048.3,31498.9,4473.55,67,279.55,0,Maintenance,20-09-2025,0.16,Speeding
EV-333,333,Latha,Maruti,59036.96,627148.56,20560.79,3521.82,47,188.99,38.5,Running,25-07-2025,20.44,Harsh Braking
EV-50,50,Kumar,Mahindra,191006.86,2301715.37,21211.34,1595.83,16,53.77,32.53,Running,19-03-2024,14.22,Route Deviation
EV-523,523,Vignesh,BMW,47499.29,532685.09,36878.22,3550.04,59,361.24,108.32,Running,29-08-2025,23.11,Overcharging
EV-863,863,Bhuvana,Tesla,287537.29,3316444.42,21816.31,2090.07,89,383.34,55.32,Running,22-09-2024,6.38,None
EV-668,668,Prabhu,Tata,142843.1,1653509.6,22374.79,2418.24,63,259.69,42.51,Running,13-07-2025,17.2,Speeding
EV-492,492,Lakshmi,Maruti,185732.61,2445858.72,7817.24,851.91,24,98.57,5,Running,22-10-2025,14.47,Harsh Braking
EV-582,582,Sowmya,Mahindra,26080.57,341818.37,33206.02,3032.82,95,338.76,37.08,Running,13-09-2024,4.56,Route Deviation
EV-681,681,Divya,BMW,284205.75,3780500.21,18080.42,3220.89,73,268.18,38.99,Running,21-11-2025,11.57,Overcharging
EV-272,272,Uma,Tesla,202375.86,2474562.54,27391.39,3730.61,49,230.85,54.53,Running,11-04-2025,23.48,None
EV-580,580,Velu,Tata,476891.22,5857402.22,37338.1,2591.81,59,328.22,51.25,Running,12-08-2025,19.07,Speeding
EV-867,867,Vijay,Maruti,162639.03,1947291.86,26641.43,2392.85,63,292.51,63.36,Running,18-03-2025,21.31,Harsh Braking
EV-252,252,Nithya,Mahindra,0,2628139.14,39376.69,2507.97,79,442.1,29.55,Running,28-01-2024,8.06,Route Deviation
EV-560,560,Anitha,BMW,227204.09,3014500.85,26543.65,5161.2,64,258.71,82.53,Running,15-05-2025,19.11,Overcharging
EV-696,696,Naveen,Tesla,275752.93,2916464.18,10079.78,3762.65,65,300.76,78.95,Running,16-09-2025,17.11,None
EV-832,832,Muthu,Tata,285118.87,3227344.49,25140.28,2259.55,46,157.78,36.68,Running,27-02-2025,13.09,Speeding
EV-699,699,Senthil,Maruti,447687.55,4769938.67,14973.98,2740.79,48,245.05,0,Garage,18-07-2025,16.57,Harsh Braking
EV-90,90,Bhuvana,Mahindra,296952.64,3421260.54,35065.85,4778.28,10,59.89,91.8,Running,13-04-2025,16.31,Route Deviation
EV-446,446,Uma,BMW,388116.41,5062676.87,18509.92,3350.45,73,391.65,29.2,Running,05-06-2025,7.24,Overcharging
EV-332,332,Sowmya,Tesla,0,138306.57,32060.23,2450.93,26,153.13,0,Maintenance,30-01-2025,18.47,None
EV-139,139,Sivakumar,Tata,33544.13,441832.41,13050.22,2206.2,69,306.5,36.12,Running,13-01-2024,21.16,Speeding
EV-357,357,Nandhini,Maruti,261398.44,3419149.21,26319.93,1925.35,88,532.61,36.83,Running,06-03-2024,19.15,Harsh Braking
EV-601,601,Bhuvana,Mahindra,150952.5,1649135.33,28778.66,1533.37,92,434.77,0,Maintenance,25-07-2025,21.14,Route Deviation
EV-274,274,Velu,BMW,232229.48,2636007.41,35723.78,4392.04,24,129.98,42.4,Running,06-02-2025,17.35,Overcharging
EV-19,19,Thenmozhi,Tesla,0,2284884.88,14647.42,621.28,51,226.19,0,Maintenance,25-01-2025,1.29,None
EV-983,983,Sridhar,Tata,238938.2,2771266.37,26778.13,3969.62,52,213.18,35.95,Running,03-03-2025,5.11,Speeding
EV-311,311,Nandhini,Maruti,204680.57,2529391.56,23538.14,3359.95,97,375.49,45.92,Running,31-01-2025,19.1,Harsh Braking
EV-870,870,Divya,Mahindra,282720.13,3474635.45,15614.88,2333.17,28,161.86,69.56,Running,10-02-2024,11.01,Route Deviation
EV-886,886,Priya,BMW,363270.21,3849096.41,33837.82,4542.05,76,462.19,49.06,Running,19-08-2025,12.23,Overcharging
EV-978,978,Selvi,Tesla,91576.98,1070912.99,29927.16,5181.32,90,355.2,118.77,Running,27-03-2024,18.54,None
EV-154,154,Vetri,Tata,264291.02,3131091.65,20810.8,1830.58,43,185.33,0,Charging,13-11-2024,17.18,Speeding
EV-390,390,Indhu,Maruti,90978.63,1198144.1,31485.4,4814.57,59,234.33,83.38,Running,27-01-2024,16.09,Harsh Braking
EV-260,260,Pavithra,Mahindra,201161.54,2541529.23,24831.67,2353.19,98,410.44,0,Garage,22-11-2025,11.09,Route Deviation
EV-620,620,Anand,BMW,0,908839.7,12000.31,3699.83,59,220.89,80.74,Running,26-07-2025,21.07,Overcharging
EV-883,883,Elango,Tesla,282100.25,3457275.95,20152.27,1224.13,74,271.39,0,Garage,19-05-2024,19.24,None
EV-797,797,Kavitha,Tata,214567.17,2520732.48,33574.45,4570.15,67,292.96,36.26,Running,29-03-2025,13.11,Speeding
EV-571,571,Selvam,Maruti,149086.27,1967910.63,14108.15,3539.99,81,340.14,48.19,Running,28-04-2024,15.24,Harsh Braking
EV-125,125,Vasanthi,Mahindra,242783.36,2575047.48,23913.25,1958.02,23,100.43,45.52,Running,12-01-2025,14.43,Route Deviation
EV-354,354,Sivakumar,BMW,273985.3,3695980.07,34525.15,4902.18,62,314.45,33.27,Running,06-01-2025,12.2,Overcharging
EV-273,273,Shankar,Tesla,194395.48,2119596.35,16869.63,3932.31,30,119.77,96.19,Running,14-05-2025,7.43,None
EV-619,619,Nandhini,Tata,19059.57,236211.27,27008.79,4121.32,85,360.01,76.67,Running,19-08-2025,22.51,Speeding
EV-811,811,Kalaivani,Maruti,326337.23,3717364.2,22792.94,2383.61,95,592.59,51.22,Running,03-11-2024,16.16,Harsh Braking
EV-245,245,Kanmani,Mahindra,100626.01,1210246.28,14948.04,4630.13,92,389.5,63.39,Running,12-01-2024,17.37,Route Deviation
EV-848,848,Karthik,BMW,227679.08,2598092.57,31983.51,3887.44,51,224.58,56.89,Running,22-09-2025,7.56,Overcharging
EV-450,450,Abinaya,Tesla,276367.96,3263070.67,30264.18,3751.91,18,109.25,0,Charging,04-07-2024,3.41,None
EV-930,930,Nithya,Tata,116948.3,1309155.83,27944.38,1693.56,7,35.04,35.41,Running,24-05-2024,17.24,Speeding
